MQ 7,MQ 9,TGS 822,TGS 2600,TGS 2602,TGS 2611
0,0,0,4265,6330,9776
0,0,0,4168,6328,9736
0,0,0,4172,6290,9866
0,0,0,4061,6152,10111
0,0,0,3802,6630,9870
0,0,0,4192,6375,9632
0,0,0,4068,6134,10108
0,0,0,3989,6604,9753
0,0,0,4164,6536,10750
0,0,0,3976,6160,9960
0,0,0,3987,6668,9857
0,0,0,4355,6390,9785
0,0,0,3941,6367,10077
0,0,0,3827,6692,9987
0,0,0,4165,6298,9862
0,0,0,3885,5736,10160
0,0,0,3754,6312,10048
0,0,0,4191,6327,9771
0,0,0,3803,6544,9924
0,0,0,4329,6491,9530
0,0,0,4100,6249,9931
0,0,0,3864,6596,9977
0,0,0,4008,6588,9836
0,0,0,4122,6444,9917
0,0,0,3748,6862,9913
0,0,0,4228,6391,9655
0,0,0,4116,6094,8813
0,0,0,3861,6667,9850
0,0,0,4064,6144,9963
0,0,0,3832,6697,9823
0,0,0,4141,6200,9920
0,0,0,3756,6722,9801
0,0,0,4277,6336,8879
0,0,0,3755,6417,9940
0,0,0,4242,6216,9769
0,0,0,3893,6578,9743
0,0,0,3865,6307,10186
0,0,0,4268,6428,9923
0,0,0,4353,6474,10155
0,0,0,3694,6550,9587
0,0,0,3991,6370,10157
0,0,0,4187,6411,9504
0,0,0,3738,6536,9936
0,0,0,4256,6319,9566
0,0,0,3969,6302,10138
0,0,0,4021,6524,9761
0,0,0,4086,6157,10190
0,0,0,3882,6610,8634
0,0,0,4202,6286,9734
0,0,0,3683,6571,8744
0,0,0,4209,6069,9808
0,0,0,4113,6126,9769
0,0,0,3792,6495,9978
0,0,0,4047,6623,9745
0,0,0,4034,6174,9688
0,0,0,3830,6764,9852
0,0,0,4280,7083,9661
0,0,0,3992,6181,10156
0,0,0,3837,6762,9881
0,0,0,4297,6422,9792
0,0,0,3849,6684,9839
0,0,0,4269,6305,9816
0,0,0,3809,6459,9906
0,0,0,4333,6416,9725
0,0,0,3691,6358,8780
0,0,0,3997,6118,9963
0,0,0,3953,6584,9749
0,0,0,4140,7251,9933
0,0,0,3868,6376,10173
0,0,0,3882,6861,9824
0,0,0,4063,6494,9824
0,0,0,4347,6700,9853
0,0,0,3950,6605,9824
0,0,0,4353,6398,9651
0,0,0,4181,6865,9850
0,0,0,4033,6580,9729
0,0,0,3954,6234,10115
0,0,0,4089,6518,9945
0,0,0,4400,6286,9770
0,0,0,3760,6483,10003
0,0,0,4132,6532,10311
0,0,0,4157,6160,9852
0,0,0,3798,6536,9909
0,0,0,4321,6540,9560
0,0,0,4024,6351,10108
0,0,0,4007,6588,9728
0,0,0,3796,6197,10154
0,0,0,4220,6434,9863
0,0,0,3905,6780,9819
0,0,0,3944,6190,9079
0,0,0,4119,6509,10456
0,0,0,3874,5560,10133
0,0,0,3852,6692,9906
0,0,0,3971,6381,10096
0,0,0,4072,6693,9960
0,0,0,4202,6517,9713
0,0,0,4009,6524,10179
0,0,0,4417,6155,10161
0,0,0,3906,6551,9823
0,0,0,4113,7084,9914
0,0,0,3692,6426,10056
0,0,0,4072,6447,9617
0,0,0,4044,6102,9916
0,0,0,3904,6603,9341
0,0,0,4294,6421,9566
0,0,0,3995,6339,10275
0,0,0,3874,6629,9801
0,0,0,3984,6716,9820
0,0,0,4117,6165,9889
0,0,0,3763,5687,9940
0,0,0,4339,7021,9629
0,0,0,4148,6195,9956
0,0,0,3693,6580,10066
0,0,0,3620,6496,9619
0,0,0,4120,6390,10052
0,0,0,3172,6736,9825
0,0,0,3978,6444,8643
0,0,0,4116,6660,9906
0,0,0,3817,6692,9904
0,0,0,4283,6312,9881
0,0,0,3854,6266,10165
0,0,0,3880,6647,9781
0,0,0,4385,6316,9715
0,0,0,3931,6313,9992
0,0,0,3914,6726,9837
0,0,0,4320,6394,9693
0,0,0,3945,6247,9816
0,0,0,4032,6589,10525
0,0,0,3864,6297,10176
0,0,0,3924,6626,9781
0,0,0,4003,7207,9837
0,0,0,4358,6468,9570
0,0,0,4128,6564,10607
0,0,0,4073,6208,9942
0,0,0,4107,6642,9747
0,0,0,4209,6176,9877
0,0,0,3817,6656,9946
0,0,0,4338,6495,9576
0,0,0,3846,6564,9921
0,0,0,4280,6244,9730
0,0,0,3813,6397,9982
0,0,0,4046,6033,9984
0,0,0,3967,6607,10468
0,0,0,4009,7360,9890
0,0,0,4284,6511,10615
0,0,0,4114,6532,9600
0,0,0,3906,6190,9968
0,0,0,3880,6705,9785
0,0,0,3960,6189,9935
0,0,0,3709,6502,10117
0,0,0,4091,6517,9640
0,0,0,3776,6649,9979
0,0,0,4245,6468,9641
0,0,0,4032,6408,10010
0,0,0,4078,6042,10463
0,0,0,4106,6548,9858
0,0,0,3759,6439,10114
0,0,0,4172,6555,9540
0,0,0,4105,6587,9755
0,0,0,3759,6480,9913
0,0,0,3791,6508,10856
0,0,0,4038,6168,9989
0,0,0,3653,6195,10089
0,0,0,4243,6513,9652
0,0,0,4318,6346,10220
0,0,0,3928,6711,9777
0,0,0,4171,6339,9756
0,0,0,3876,6394,10216
0,0,0,3796,6620,9215
0,0,0,4404,6372,9650
